order_id;order_date;customer_id;city;customer_latitude;customer_longitude;sku;category;qty;unit_price_rp;sales_rp;weight_kg
ORD004296;01/03/2026;CUST20966;Cirebon;-6.716.892;108.580.959;SKU-B;Beverage;20;55000;1100000;24.0
ORD004297;16/04/2026;CUST20226;Depok;-6.355.275;106.757.922;SKU-A;Powder;21;25000;525000;10.5
ORD004298;22/01/2026;CUST04597;Bekasi;-6.196.989;107.007.496;SKU-C;Snack;8;15000;120000;1.6
ORD004299;22/04/2026;CUST10636;Jember;-813.334;113.683.378;SKU-B;Beverage;25;55000;1375000;30.0
ORD004300;12/02/2026;CUST19247;Tangerang;-61.349;106.642.777;SKU-C;Snack;14;15000;210000;2.8
ORD004301;06/03/2026;CUST26259;Jakarta;-6.162.454;106.859.478;SKU-C;Snack;34;15000;510000;6.8
ORD004302;18/12/2025;CUST07326;Semarang;-6.942.964;110.407.942;SKU-C;Snack;13;15000;195000;2.6
ORD004303;05/04/2026;CUST09438;Malang;-7.949.937;112.608.654;SKU-C;Snack;40;15000;600000;8.0
ORD004304;12/04/2026;CUST26025;Tangerang;-6.205.147;106.657.312;SKU-B;Beverage;7;55000;385000;8.4
ORD004305;07/11/2025;CUST23200;Tangerang;-6.207.286;106.635.761;SKU-D;PersonalCare;18;85000;1530000;27.0
ORD004306;18/04/2026;CUST27675;Yogyakarta;-7.822.151;110.391.862;SKU-A;Powder;8;25000;200000;4.0
ORD004307;19/11/2025;CUST17145;Jakarta;-6.172.888;106.834.398;SKU-C;Snack;7;15000;105000;1.4
ORD004308;05/01/2026;CUST19332;Cirebon;-6.769.027;108.586.328;SKU-D;PersonalCare;16;85000;1360000;24.0
ORD004309;06/01/2026;CUST25202;Semarang;-6.955.443;110.419.873;SKU-C;Snack;22;15000;330000;4.4
ORD004310;16/04/2026;CUST01021;Surabaya;-721.252;11.276.128;SKU-C;Snack;37;15000;555000;7.4
ORD004311;06/01/2026;CUST00577;Semarang;-6.980.782;110.415.419;SKU-A;Powder;11;25000;275000;5.5
ORD004312;09/03/2026;CUST17464;Surabaya;-7.286.224;112.718.383;SKU-A;Powder;18;25000;450000;9.0
ORD004313;24/03/2026;CUST04043;Surabaya;-7.254.728;112.735.629;SKU-A;Powder;20;25000;500000;10.0
ORD004314;08/12/2025;CUST15079;Surabaya;-7.250.145;112.746.881;SKU-C;Snack;21;15000;315000;4.2
ORD004315;05/11/2025;CUST22805;Solo;-7.550.523;11.081.456;SKU-D;PersonalCare;13;85000;1105000;19.5
ORD004316;26/03/2026;CUST07136;Jakarta;-6.176.096;106.881.361;SKU-B;Beverage;29;55000;1595000;34.8
ORD004317;21/02/2026;CUST16538;Jember;-8.140.466;113.716.455;SKU-D;PersonalCare;12;85000;1020000;18.0
ORD004318;17/12/2025;CUST27801;Cirebon;-6.763.942;108.538.511;SKU-D;PersonalCare;12;85000;1020000;18.0
ORD004319;22/04/2026;CUST15838;Jakarta;-6.198.109;106.845.605;SKU-D;PersonalCare;35;85000;2975000;52.5
ORD004320;02/12/2025;CUST15450;Surabaya;-7.235.799;112.788.565;SKU-A;Powder;24;25000;600000;12.0
ORD004321;17/11/2025;CUST15748;Malang;-7.982.665;112.601.567;SKU-A;Powder;9;25000;225000;4.5
ORD004322;17/01/2026;CUST06988;Solo;-7.552.833;110.815.129;SKU-B;Beverage;16;55000;880000;19.2
ORD004323;26/02/2026;CUST07604;Bogor;-6.619.202;106.851.253;SKU-D;PersonalCare;21;85000;1785000;31.5
ORD004324;24/01/2026;CUST22241;Semarang;-6.929.971;110.381.651;SKU-A;Powder;6;25000;150000;3.0
ORD004325;29/04/2026;CUST13771;Bandung;-696.649;107.611.345;SKU-A;Powder;33;25000;825000;16.5
ORD004326;24/04/2026;CUST11775;Depok;-6.421.841;106.777.506;SKU-C;Snack;27;15000;405000;5.4
ORD004327;30/03/2026;CUST19989;Jakarta;-6.186.189;106.816.195;SKU-A;Powder;26;25000;650000;13.0
ORD004328;04/01/2026;CUST21901;Malang;-7.984.399;112.659.501;SKU-D;PersonalCare;20;85000;1700000;30.0
ORD004329;21/02/2026;CUST21627;Bogor;-6.603.221;106.861.226;SKU-B;Beverage;8;55000;440000;9.6
ORD004330;04/02/2026;CUST18252;Jakarta;-616.235;106.833.236;SKU-C;Snack;6;15000;90000;1.2
ORD004331;24/02/2026;CUST10901;Malang;-7.918.976;112.657.766;SKU-D;PersonalCare;14;85000;1190000;21.0
ORD004332;28/04/2026;CUST26136;Tangerang;-6.178.284;106.674.769;SKU-C;Snack;8;15000;120000;1.6
ORD004333;06/02/2026;CUST03262;Surabaya;-7.216.595;112.771.672;SKU-D;PersonalCare;14;85000;1190000;21.0
ORD004334;01/03/2026;CUST16915;Malang;-7.962.967;112.587.858;SKU-A;Powder;10;25000;250000;5.0
ORD004335;08/03/2026;CUST23799;Jakarta;-6.213.669;106.835.217;SKU-B;Beverage;27;55000;1485000;32.4
ORD004336;25/01/2026;CUST27357;Jakarta;-6.250.744;106.810.176;SKU-D;PersonalCare;9;85000;765000;13.5
ORD004337;23/02/2026;CUST20028;Semarang;-7.000.354;110.397.671;SKU-D;PersonalCare;18;85000;1530000;27.0
ORD004338;28/02/2026;CUST19080;Semarang;-6.967.675;110.417.033;SKU-A;Powder;6;25000;150000;3.0
ORD004339;21/04/2026;CUST02391;Yogyakarta;-7.817.804;110.408.062;SKU-A;Powder;21;25000;525000;10.5
ORD004340;16/12/2025;CUST09922;Tangerang;-6.178.078;106.668.043;SKU-D;PersonalCare;22;85000;1870000;33.0
ORD004341;30/03/2026;CUST02736;Jakarta;-6.223.452;106.876.174;SKU-A;Powder;33;25000;825000;16.5
ORD004342;03/03/2026;CUST06755;Depok;-6.371.278;106.751.637;SKU-B;Beverage;11;55000;605000;13.2
ORD004343;04/04/2026;CUST16408;Solo;-7.562.943;11.085.884;SKU-B;Beverage;12;55000;660000;14.4
ORD004344;19/12/2025;CUST17557;Serang;-6.076.056;106.129.808;SKU-D;PersonalCare;19;85000;1615000;28.5
ORD004345;02/03/2026;CUST27624;Bandung;-6.949.583;107.613.129;SKU-C;Snack;20;15000;300000;4.0
ORD004346;27/01/2026;CUST00460;Cirebon;-6.765.988;10.858.412;SKU-D;PersonalCare;18;85000;1530000;27.0
ORD004347;11/11/2025;CUST11847;Solo;-7.536.704;110.841.982;SKU-B;Beverage;5;55000;275000;6.0
ORD004348;01/04/2026;CUST10922;Semarang;-6.928.889;110.422.756;SKU-B;Beverage;36;55000;1980000;43.2
ORD004349;16/11/2025;CUST29079;Malang;-7.929.725;112.634.115;SKU-D;PersonalCare;5;85000;425000;7.5
ORD004350;26/04/2026;CUST18571;Malang;-7.935.635;112.640.211;SKU-A;Powder;16;25000;400000;8.0
ORD004351;16/11/2025;CUST22504;Yogyakarta;-777.234;110.377.208;SKU-D;PersonalCare;19;85000;1615000;28.5
ORD004352;08/11/2025;CUST13991;Yogyakarta;-780.911;110.400.386;SKU-C;Snack;8;15000;120000;1.6
ORD004353;18/11/2025;CUST06499;Yogyakarta;-7.805.488;110.325.564;SKU-B;Beverage;7;55000;385000;8.4
ORD004354;09/04/2026;CUST08560;Jakarta;-6.196.336;106.820.486;SKU-B;Beverage;16;55000;880000;19.2
ORD004355;21/11/2025;CUST28844;Surabaya;-723.119;112.771.047;SKU-A;Powder;19;25000;475000;9.5
ORD004356;26/11/2025;CUST18951;Bandung;-6.945.892;107.599.449;SKU-A;Powder;9;25000;225000;4.5
ORD004357;10/04/2026;CUST02848;Semarang;-701.418;110.416.901;SKU-C;Snack;10;15000;150000;2.0
ORD004358;18/12/2025;CUST24019;Tangerang;-6.143.661;106.594.927;SKU-C;Snack;9;15000;135000;1.8
ORD004359;18/01/2026;CUST26517;Jakarta;-620.893;106.852.099;SKU-A;Powder;22;25000;550000;11.0
ORD004360;20/12/2025;CUST25030;Jakarta;-6.167.026;106.826.534;SKU-D;PersonalCare;10;85000;850000;15.0
ORD004361;24/04/2026;CUST15030;Semarang;-6.939.092;110.397.941;SKU-C;Snack;33;15000;495000;6.6
ORD004362;26/04/2026;CUST20017;Depok;-6.369.833;106.821.892;SKU-D;PersonalCare;10;85000;850000;15.0
ORD004363;28/04/2026;CUST01566;Bandung;-6.894.089;107.654.076;SKU-A;Powder;41;25000;1025000;20.5
ORD004364;27/03/2026;CUST17620;Tangerang;-614.982;106.650.777;SKU-B;Beverage;12;55000;660000;14.4
ORD004365;12/01/2026;CUST13156;Yogyakarta;-7.817.726;110.340.929;SKU-D;PersonalCare;22;85000;1870000;33.0
ORD004366;28/11/2025;CUST10657;Surabaya;-7.285.267;112.764.872;SKU-C;Snack;19;15000;285000;3.8
ORD004367;08/04/2026;CUST27308;Solo;-7.585.222;110.862.478;SKU-D;PersonalCare;29;85000;2465000;43.5
ORD004368;06/04/2026;CUST04204;Tangerang;-6.180.171;106.618.404;SKU-C;Snack;34;15000;510000;6.8
ORD004369;06/01/2026;CUST19634;Yogyakarta;-7.772.447;110.418.096;SKU-D;PersonalCare;22;85000;1870000;33.0
ORD004370;26/11/2025;CUST15859;Yogyakarta;-7.802.154;110.335.295;SKU-D;PersonalCare;16;85000;1360000;24.0
ORD004371;19/02/2026;CUST10922;Semarang;-6.928.889;110.422.756;SKU-D;PersonalCare;6;85000;510000;9.0
ORD004372;26/12/2025;CUST16736;Surabaya;-7.254.652;112.719.953;SKU-C;Snack;6;15000;90000;1.2
ORD004373;29/04/2026;CUST18261;Tangerang;-6.182.812;106.648.811;SKU-B;Beverage;26;55000;1430000;31.2
ORD004374;10/02/2026;CUST18443;Semarang;-6.960.756;110.461.115;SKU-B;Beverage;22;55000;1210000;26.4
ORD004375;15/04/2026;CUST18867;Yogyakarta;-7.845.089;110.351.372;SKU-A;Powder;14;25000;350000;7.0
ORD004376;16/02/2026;CUST03104;Surabaya;-7.242.969;11.271.604;SKU-D;PersonalCare;13;85000;1105000;19.5
ORD004377;13/11/2025;CUST18491;Tangerang;-6.162.204;106.647.882;SKU-B;Beverage;5;55000;275000;6.0
ORD004378;07/04/2026;CUST26904;Bandung;-6.898.798;10.765.596;SKU-D;PersonalCare;9;85000;765000;13.5
ORD004379;02/11/2025;CUST23419;Tangerang;-6.190.597;106.680.199;SKU-B;Beverage;23;55000;1265000;27.6
ORD004380;16/02/2026;CUST04298;Depok;-6.382.835;106.817.352;SKU-C;Snack;11;15000;165000;2.2
ORD004381;14/03/2026;CUST27744;Jakarta;-6.173.752;106.826.443;SKU-D;PersonalCare;32;85000;2720000;48.0
ORD004382;22/01/2026;CUST20653;Jember;-820.782;113.670.294;SKU-B;Beverage;24;55000;1320000;28.8
ORD004383;15/02/2026;CUST14096;Serang;-613.374;106.187.588;SKU-C;Snack;13;15000;195000;2.6
ORD004384;18/12/2025;CUST05986;Semarang;-6.982.477;110.391.495;SKU-A;Powder;22;25000;550000;11.0
ORD004385;03/12/2025;CUST10649;Solo;-7.590.764;110.805.963;SKU-D;PersonalCare;24;85000;2040000;36.0
ORD004386;21/04/2026;CUST15015;Tangerang;-6.134.759;106.673.785;SKU-C;Snack;13;15000;195000;2.6
ORD004387;16/12/2025;CUST29427;Surabaya;-7.284.842;112.711.834;SKU-B;Beverage;25;55000;1375000;30.0
ORD004388;14/12/2025;CUST05003;Solo;-7.600.024;110.860.438;SKU-B;Beverage;17;55000;935000;20.4
ORD004389;08/02/2026;CUST19021;Bekasi;-6.254.533;106.995.517;SKU-D;PersonalCare;22;85000;1870000;33.0
ORD004390;22/12/2025;CUST05032;Kediri;-7.894.875;111.993.159;SKU-B;Beverage;7;55000;385000;8.4
ORD004391;25/01/2026;CUST28151;Depok;-6.414.764;106.756.732;SKU-C;Snack;15;15000;225000;3.0
ORD004392;22/02/2026;CUST03892;Bandung;-6.956.803;107.642.129;SKU-A;Powder;13;25000;325000;6.5
ORD004393;28/04/2026;CUST15923;Cirebon;-6.755.069;108.511.327;SKU-B;Beverage;28;55000;1540000;33.6
ORD004394;17/02/2026;CUST10924;Semarang;-7.005.285;110.420.785;SKU-C;Snack;6;15000;90000;1.2
ORD004395;24/11/2025;CUST17598;Depok;-641.025;10.680.123;SKU-C;Snack;9;15000;135000;1.8
ORD004396;09/03/2026;CUST22840;Bekasi;-6.246.128;106.927.105;SKU-D;PersonalCare;7;85000;595000;10.5
ORD004397;30/12/2025;CUST22142;Semarang;-6.952.328;110.402.018;SKU-B;Beverage;24;55000;1320000;28.8
ORD004398;28/11/2025;CUST06418;Bandung;-6.944.882;107.614.958;SKU-D;PersonalCare;22;85000;1870000;33.0
ORD004399;23/11/2025;CUST06240;Yogyakarta;-7.807.091;11.033.499;SKU-D;PersonalCare;13;85000;1105000;19.5
ORD004400;07/11/2025;CUST15692;Bogor;-6.603.878;106.781.466;SKU-D;PersonalCare;5;85000;425000;7.5
ORD004401;10/03/2026;CUST17260;Bandung;-6.876.378;107.571.271;SKU-C;Snack;21;15000;315000;4.2
ORD004402;22/12/2025;CUST07627;Bogor;-6.561.663;106.831.817;SKU-C;Snack;11;15000;165000;2.2
ORD004403;12/12/2025;CUST22194;Bekasi;-6.215.446;106.970.329;SKU-D;PersonalCare;32;85000;2720000;48.0
ORD004404;16/03/2026;CUST29455;Yogyakarta;-7.804.371;110.376.373;SKU-A;Powder;13;25000;325000;6.5
ORD004405;27/01/2026;CUST26098;Bogor;-6.609.016;106.814.666;SKU-A;Powder;10;25000;250000;5.0
ORD004406;02/11/2025;CUST20236;Yogyakarta;-7.767.636;110.327.717;SKU-A;Powder;9;25000;225000;4.5
ORD004407;27/01/2026;CUST17163;Jakarta;-6.165.867;106.861.426;SKU-D;PersonalCare;7;85000;595000;10.5
ORD004408;19/11/2025;CUST26757;Yogyakarta;-7.827.024;110.352.287;SKU-B;Beverage;8;55000;440000;9.6
ORD004409;23/04/2026;CUST00769;Cirebon;-6.750.817;108.566.732;SKU-C;Snack;16;15000;240000;3.2
ORD004410;07/03/2026;CUST17248;Surabaya;-7.225.192;112.782.762;SKU-C;Snack;11;15000;165000;2.2
ORD004411;20/01/2026;CUST17203;Surabaya;-7.286.913;112.721.259;SKU-C;Snack;14;15000;210000;2.8
ORD004412;05/02/2026;CUST06757;Surabaya;-7.298.501;112.783.493;SKU-B;Beverage;11;55000;605000;13.2
ORD004413;23/04/2026;CUST19306;Malang;-7.948.853;112.644.334;SKU-B;Beverage;33;55000;1815000;39.6
ORD004414;29/11/2025;CUST13824;Bandung;-6.949.927;107.638.584;SKU-B;Beverage;22;55000;1210000;26.4
ORD004415;12/01/2026;CUST19241;Malang;-7.919.367;112.593.023;SKU-A;Powder;21;25000;525000;10.5
ORD004416;01/02/2026;CUST20207;Bandung;-6.950.829;107.605.063;SKU-C;Snack;19;15000;285000;3.8
ORD004417;21/03/2026;CUST13544;Depok;-6.398.794;10.676.359;SKU-C;Snack;25;15000;375000;5.0
ORD004418;18/03/2026;CUST25946;Bogor;-6.556.712;106.786.617;SKU-D;PersonalCare;31;85000;2635000;46.5
ORD004419;25/12/2025;CUST07298;Tangerang;-6.163.742;106.650.477;SKU-A;Powder;8;25000;200000;4.0
ORD004420;10/12/2025;CUST04332;Surabaya;-7.213.473;112.723.174;SKU-B;Beverage;6;55000;330000;7.2
ORD004421;20/04/2026;CUST04576;Semarang;-698.282;110.369.392;SKU-D;PersonalCare;29;85000;2465000;43.5
ORD004422;30/01/2026;CUST28709;Malang;-7.959.232;112.590.809;SKU-D;PersonalCare;22;85000;1870000;33.0
ORD004423;26/12/2025;CUST05509;Serang;-6.086.073;106.199.745;SKU-D;PersonalCare;15;85000;1275000;22.5
ORD004424;08/01/2026;CUST23323;Solo;-7.527.886;110.825.829;SKU-B;Beverage;11;55000;605000;13.2
ORD004425;07/01/2026;CUST29527;Solo;-7.603.574;110.862.653;SKU-C;Snack;22;15000;330000;4.4
ORD004426;04/11/2025;CUST02758;Solo;-7.605.752;110.783.431;SKU-A;Powder;22;25000;550000;11.0
ORD004427;16/04/2026;CUST10728;Jember;-8.183.594;113.689.991;SKU-B;Beverage;39;55000;2145000;46.8
ORD004428;23/12/2025;CUST12377;Malang;-8.004.831;112.609.047;SKU-C;Snack;20;15000;300000;4.0
ORD004429;24/02/2026;CUST25652;Malang;-7.975.516;112.647.477;SKU-A;Powder;19;25000;475000;9.5
ORD004430;05/02/2026;CUST27847;Jakarta;-6.174.177;106.812.288;SKU-D;PersonalCare;19;85000;1615000;28.5
ORD004431;29/04/2026;CUST06021;Malang;-801.596;112.600.757;SKU-A;Powder;24;25000;600000;12.0
ORD004432;14/03/2026;CUST17053;Depok;-6.448.402;1.067.946;SKU-B;Beverage;34;55000;1870000;40.8
ORD004433;27/12/2025;CUST18710;Depok;-6.379.952;106.785.005;SKU-B;Beverage;17;55000;935000;20.4
ORD004434;24/02/2026;CUST20964;Semarang;-6.927.395;110.455.875;SKU-D;PersonalCare;21;85000;1785000;31.5
ORD004435;19/02/2026;CUST02032;Depok;-6.442.826;106.791.937;SKU-D;PersonalCare;18;85000;1530000;27.0
ORD004436;05/01/2026;CUST27525;Jember;-8.196.914;113.725.467;SKU-B;Beverage;18;55000;990000;21.6
ORD004437;30/04/2026;CUST28151;Depok;-6.414.764;106.756.732;SKU-C;Snack;19;15000;285000;3.8
ORD004438;21/04/2026;CUST12119;Tangerang;-6.209.213;106.614.898;SKU-A;Powder;16;25000;400000;8.0
ORD004439;10/02/2026;CUST20067;Yogyakarta;-7.799.148;110.351.806;SKU-C;Snack;23;15000;345000;4.6
ORD004440;13/01/2026;CUST02354;Depok;-6.398.929;106.750.191;SKU-C;Snack;19;15000;285000;3.8
ORD004441;07/12/2025;CUST03919;Jakarta;-6.251.122;106.845.374;SKU-C;Snack;32;15000;480000;6.4
ORD004442;14/02/2026;CUST08828;Yogyakarta;-7.802.938;11.033.124;SKU-C;Snack;7;15000;105000;1.4
ORD004443;12/01/2026;CUST09521;Serang;-6.149.769;10.612.389;SKU-A;Powder;19;25000;475000;9.5
ORD004444;24/04/2026;CUST29121;Yogyakarta;-77.852;110.339.757;SKU-D;PersonalCare;30;85000;2550000;45.0
ORD004445;21/03/2026;CUST21244;Semarang;-6.949.402;110.380.638;SKU-D;PersonalCare;14;85000;1190000;21.0
ORD004446;23/12/2025;CUST29559;Bekasi;-6.264.113;106.931.565;SKU-B;Beverage;31;55000;1705000;37.2
ORD004447;23/12/2025;CUST08926;Tangerang;-6.228.262;106.631.774;SKU-A;Powder;22;25000;550000;11.0
ORD004448;25/04/2026;CUST04157;Yogyakarta;-7.840.554;110.370.321;SKU-D;PersonalCare;23;85000;1955000;34.5
ORD004449;16/02/2026;CUST15928;Yogyakarta;-782.867;110.364.455;SKU-C;Snack;9;15000;135000;1.8
ORD004450;28/12/2025;CUST07153;Jakarta;-6.228.279;106.806.034;SKU-C;Snack;12;15000;180000;2.4
ORD004451;03/12/2025;CUST14653;Jakarta;-6.235.947;106.855.752;SKU-A;Powder;9;25000;225000;4.5
ORD004452;21/01/2026;CUST24413;Semarang;-701.509;110.368.057;SKU-B;Beverage;24;55000;1320000;28.8
ORD004453;01/02/2026;CUST22679;Cirebon;-6.712.603;108.585.166;SKU-B;Beverage;8;55000;440000;9.6
ORD004454;22/03/2026;CUST04338;Bekasi;-6.249.072;107.015.511;SKU-D;PersonalCare;25;85000;2125000;37.5
ORD004455;12/11/2025;CUST15255;Cirebon;-6.685.107;10.851.892;SKU-B;Beverage;22;55000;1210000;26.4
ORD004456;09/03/2026;CUST08354;Surabaya;-729.705;112.786.658;SKU-C;Snack;22;15000;330000;4.4
ORD004457;06/04/2026;CUST09176;Solo;-7.598.849;110.828.055;SKU-C;Snack;10;15000;150000;2.0
ORD004458;06/11/2025;CUST05580;Bekasi;-6.249.715;106.954.332;SKU-D;PersonalCare;11;85000;935000;16.5
ORD004459;07/03/2026;CUST20049;Solo;-7.551.019;110.846.102;SKU-B;Beverage;22;55000;1210000;26.4
ORD004460;22/02/2026;CUST00557;Cirebon;-6.748.814;108.541.794;SKU-C;Snack;16;15000;240000;3.2
ORD004461;12/02/2026;CUST24025;Kediri;-7.850.502;11.205.854;SKU-C;Snack;5;15000;75000;1.0
ORD004462;06/02/2026;CUST06319;Cirebon;-6.723.302;108.574.729;SKU-C;Snack;20;15000;300000;4.0
ORD004463;11/02/2026;CUST15319;Yogyakarta;-7.767.944;110.404.721;SKU-A;Powder;11;25000;275000;5.5
ORD004464;30/12/2025;CUST29001;Malang;-7.932.612;112.605.273;SKU-C;Snack;27;15000;405000;5.4
ORD004465;21/02/2026;CUST20885;Surabaya;-7.273.662;112.747.684;SKU-C;Snack;10;15000;150000;2.0
ORD004466;24/11/2025;CUST19876;Jakarta;-6.199.442;106.845.416;SKU-A;Powder;24;25000;600000;12.0
ORD004467;26/03/2026;CUST28613;Depok;-638.222;106.773.057;SKU-B;Beverage;8;55000;440000;9.6
ORD004468;21/02/2026;CUST22101;Surabaya;-7.282.598;112.761.533;SKU-D;PersonalCare;13;85000;1105000;19.5
ORD004469;07/04/2026;CUST07966;Yogyakarta;-7.756.026;110.342.741;SKU-D;PersonalCare;29;85000;2465000;43.5
ORD004470;16/11/2025;CUST15971;Surabaya;-728.153;112.724.786;SKU-A;Powder;17;25000;425000;8.5
ORD004471;22/12/2025;CUST21158;Surabaya;-7.300.134;112.761.575;SKU-A;Powder;25;25000;625000;12.5
ORD004472;06/11/2025;CUST27582;Solo;-7.620.292;110.830.939;SKU-D;PersonalCare;22;85000;1870000;33.0
ORD004473;16/12/2025;CUST28873;Bandung;-694.717;107.638.454;SKU-B;Beverage;25;55000;1375000;30.0
ORD004474;13/01/2026;CUST07193;Bekasi;-6.261.271;10.698.549;SKU-A;Powder;20;25000;500000;10.0
ORD004475;24/11/2025;CUST05662;Semarang;-6.979.543;110.418.689;SKU-D;PersonalCare;16;85000;1360000;24.0
ORD004476;11/03/2026;CUST05122;Bandung;-6.945.165;107.583.693;SKU-C;Snack;42;15000;630000;8.4
ORD004477;18/01/2026;CUST23228;Bandung;-6.912.717;107.576.446;SKU-B;Beverage;17;55000;935000;20.4
ORD004478;28/04/2026;CUST03871;Semarang;-6.983.685;110.380.173;SKU-B;Beverage;19;55000;1045000;22.8
ORD004479;28/04/2026;CUST28081;Cirebon;-6.692.712;108.561.559;SKU-B;Beverage;23;55000;1265000;27.6
ORD004480;22/01/2026;CUST21240;Surabaya;-721.943;112.731.047;SKU-A;Powder;18;25000;450000;9.0
ORD004481;02/12/2025;CUST09335;Jember;-8.155.616;113.684.056;SKU-C;Snack;30;15000;450000;6.0
ORD004482;07/03/2026;CUST03663;Semarang;-6.957.545;110.406.278;SKU-B;Beverage;16;55000;880000;19.2
ORD004483;12/02/2026;CUST28277;Tangerang;-6.154.909;106.668.343;SKU-B;Beverage;26;55000;1430000;31.2
ORD004484;23/11/2025;CUST11317;Surabaya;-7.244.489;112.783.619;SKU-A;Powder;15;25000;375000;7.5
ORD004485;12/11/2025;CUST25249;Jakarta;-6.204.566;106.843.324;SKU-D;PersonalCare;10;85000;850000;15.0
ORD004486;09/02/2026;CUST04974;Cirebon;-6.683.837;108.595.999;SKU-C;Snack;17;15000;255000;3.4
ORD004487;25/04/2026;CUST21960;Yogyakarta;-7.753.832;110.328.906;SKU-B;Beverage;32;55000;1760000;38.4
ORD004488;11/01/2026;CUST04220;Surabaya;-730.482;112.741.283;SKU-A;Powder;9;25000;225000;4.5
ORD004489;14/11/2025;CUST01232;Bandung;-6.897.494;107.666.028;SKU-A;Powder;20;25000;500000;10.0
ORD004490;15/03/2026;CUST28056;Surabaya;-7.293.505;112.754.498;SKU-A;Powder;32;25000;800000;16.0
ORD004491;14/12/2025;CUST21114;Surabaya;-7.218.174;112.730.584;SKU-A;Powder;12;25000;300000;6.0
ORD004492;30/12/2025;CUST23175;Serang;-6.161.544;106.177.088;SKU-B;Beverage;26;55000;1430000;31.2
ORD004493;13/04/2026;CUST27225;Kediri;-7.868.129;112.033.117;SKU-B;Beverage;10;55000;550000;12.0
ORD004494;06/03/2026;CUST03373;Jember;-8.219.718;113.688.057;SKU-B;Beverage;8;55000;440000;9.6
ORD004495;02/03/2026;CUST10211;Jember;-8.220.583;11.370.768;SKU-C;Snack;14;15000;210000;2.8
ORD004496;23/04/2026;CUST00271;Jakarta;-616.157;106.875.136;SKU-A;Powder;33;25000;825000;16.5
ORD004497;22/03/2026;CUST20816;Bekasi;-6.263.434;107.012.822;SKU-C;Snack;12;15000;180000;2.4
ORD004498;27/01/2026;CUST09247;Jakarta;-6.191.579;106.823.243;SKU-B;Beverage;6;55000;330000;7.2
ORD004499;13/01/2026;CUST22381;Surabaya;-7.221.602;112.756.056;SKU-B;Beverage;9;55000;495000;10.8
ORD004500;09/12/2025;CUST05539;Yogyakarta;-7.806.812;110.332.548;SKU-D;PersonalCare;7;85000;595000;10.5
ORD004501;16/01/2026;CUST26792;Jember;-8.198.476;113.707.824;SKU-D;PersonalCare;12;85000;1020000;18.0
ORD004502;15/04/2026;CUST18612;Jakarta;-6.179.228;106.854.609;SKU-C;Snack;18;15000;270000;3.6
ORD004503;24/04/2026;CUST04049;Tangerang;-617.402;106.642.199;SKU-B;Beverage;23;55000;1265000;27.6
ORD004504;30/04/2026;CUST05089;Surabaya;-7.246.291;112.764.874;SKU-D;PersonalCare;14;85000;1190000;21.0
ORD004505;22/04/2026;CUST25157;Jakarta;-624.908;106.829.757;SKU-D;PersonalCare;23;85000;1955000;34.5
ORD004506;28/11/2025;CUST28615;Kediri;-7.798.495;112.009.504;SKU-A;Powder;9;25000;225000;4.5
ORD004507;11/01/2026;CUST12823;Bogor;-6.610.222;106.820.912;SKU-C;Snack;21;15000;315000;4.2
ORD004508;03/12/2025;CUST01584;Jakarta;-6.165.721;106.834.439;SKU-B;Beverage;16;55000;880000;19.2
ORD004509;28/02/2026;CUST12453;Bandung;-689.491;107.665.791;SKU-A;Powder;22;25000;550000;11.0
ORD004510;11/02/2026;CUST01035;Bandung;-6.947.377;107.571.036;SKU-A;Powder;15;25000;375000;7.5
ORD004511;26/12/2025;CUST08479;Yogyakarta;-7.843.729;110.400.463;SKU-C;Snack;11;15000;165000;2.2
ORD004512;06/01/2026;CUST00007;Solo;-7.583.412;110.848.823;SKU-A;Powder;12;25000;300000;6.0
ORD004513;23/01/2026;CUST11327;Bandung;-6.900.127;107.580.545;SKU-D;PersonalCare;5;85000;425000;7.5
ORD004514;11/12/2025;CUST00049;Jember;-8.197.069;11.367.536;SKU-A;Powder;27;25000;675000;13.5
ORD004515;21/11/2025;CUST26702;Bekasi;-6.278.671;106.993.978;SKU-A;Powder;17;25000;425000;8.5
ORD004516;24/01/2026;CUST17551;Bogor;-6.619.633;1.068.517;SKU-A;Powder;10;25000;250000;5.0
ORD004517;09/03/2026;CUST07091;Jakarta;-6.178.145;106.844.911;SKU-A;Powder;39;25000;975000;19.5
ORD004518;08/11/2025;CUST27182;Yogyakarta;-774.997;110.409.859;SKU-A;Powder;7;25000;175000;3.5
ORD004519;24/12/2025;CUST14332;Surabaya;-7.274.502;112.709.219;SKU-B;Beverage;13;55000;715000;15.6
ORD004520;01/11/2025;CUST28989;Yogyakarta;-7.775.668;110.417.579;SKU-B;Beverage;7;55000;385000;8.4
ORD004521;19/03/2026;CUST11257;Bandung;-688.498;10.765.841;SKU-D;PersonalCare;13;85000;1105000;19.5
ORD004522;17/01/2026;CUST01390;Solo;-7.568.302;110.842.158;SKU-C;Snack;4;15000;60000;0.8
ORD004523;12/02/2026;CUST20119;Semarang;-6.937.798;110.445.982;SKU-A;Powder;22;25000;550000;11.0
ORD004524;06/12/2025;CUST16128;Yogyakarta;-7.786.699;110.322.841;SKU-D;PersonalCare;28;85000;2380000;42.0
ORD004525;19/11/2025;CUST23742;Serang;-6.111.688;106.171.656;SKU-C;Snack;7;15000;105000;1.4
